RAD	WIND	MINT	MAXT	DOY	VPR	OKTA	RAIN	AHA
990.00	5.32	25.19	31.31	48	0.92	6	4554	26.19
1010.00	5.97	25.26	30.80	49	0.93	7	4646	26.26
1005.00	5.00	25.58	30.91	50	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	51	0.89	2	4600	26.13
995.00	5.73	24.03	29.12	52	0.99	3	4577	25.03
999.00	5.68	24.30	28.69	53	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	54	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	55	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	56	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	57	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	58	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	59	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	60	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	61	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	62	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	63	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	64	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	65	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	66	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	67	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	68	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	69	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	70	0.95	7	4627.6	27.29
1005.00	5.00	25.58	30.91	71	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	72	1	2	4600	26.13
995.00	5.73	24.03	29.12	73	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	74	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	75	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	76	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	77	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	78	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	79	0.89	2	4627.6	27.29
1030.00	6.97	25.32	31.07	80	0.99	3	4738	26.32
990.00	5.32	25.19	31.31	81	0.97	4	4554	26.19
1010.00	5.97	25.26	30.80	82	0.95	5	4646	26.26
1005.00	5.00	25.58	30.91	83	1.12	6	4623	26.58
1000.00	5.81	25.13	30.08	84	1	7	4600	26.13
995.00	5.73	24.03	29.12	85	1.21	1	4577	25.03
999.00	5.68	24.30	28.69	86	1.09	2	4595.4	25.30
1001.00	5.84	23.80	28.61	87	1.03	3	4604.6	24.80
1002.00	5.77	23.90	29.13	88	0.92	4	4609.2	24.90
1004.00	5.00	24.41	31.48	89	0.93	5	4618.4	25.41
1005.00	5.27	25.50	32.41	90	0.99	6	4623	26.50
1006.00	5.71	26.29	33.16	91	0.89	7	4627.6	27.29
1030.00	6.97	25.32	31.07	92	0.99	1	4738	26.32
990.00	5.32	25.19	31.31	93	0.97	2	4554	26.19
1010.00	5.97	25.26	30.80	94	0.95	3	4646	26.26
1005.00	5.00	25.58	30.91	95	1.12	4	4623	26.58
1000.00	5.81	25.13	30.08	96	1	5	4600	26.13
995.00	5.73	24.03	29.12	97	1.21	6	4577	25.03
999.00	5.68	24.30	28.69	98	1.09	7	4595.4	25.30
1001.00	5.84	23.80	28.61	99	1.03	1	4604.6	24.80
1002.00	5.77	23.90	29.13	100	0.92	2	4609.2	24.90
1004.00	5.00	24.41	31.48	101	0.93	3	4618.4	25.41
1005.00	5.27	25.50	32.41	102	0.99	4	4623	26.50
1006.00	5.71	26.29	33.16	103	0.89	5	4627.6	27.29
1030.00	6.97	25.32	31.07	104	0.99	6	4738	26.32
990.00	5.32	25.19	31.31	105	0.89	7	4554	26.19
1010.00	5.97	25.26	30.80	106	0.99	1	4646	26.26
1005.00	5.00	25.58	30.91	107	0.97	2	4623	26.58
1000.00	5.81	25.13	30.08	108	0.95	3	4600	26.13
995.00	5.73	24.03	29.12	109	1.12	4	4577	25.03
999.00	5.68	24.30	28.69	110	1	5	4595.4	25.30
1001.00	5.84	23.80	28.61	111	1.21	6	4604.6	24.80
1002.00	5.77	23.90	29.13	112	1.09	7	4609.2	24.90
1004.00	5.00	24.41	31.48	113	1.03	1	4618.4	25.41
1005.00	5.27	25.50	32.41	114	0.92	2	4623	26.50
1006.00	5.71	26.29	33.16	115	0.93	3	4627.6	27.29
990.00	5.32	25.19	31.31	116	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	117	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	118	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	119	0.97	7	4600	26.13
995.00	5.73	24.03	29.12	120	0.95	1	4577	25.03
999.00	5.68	24.30	28.69	121	1.12	2	4595.4	25.30
1001.00	5.84	23.80	28.61	122	1	3	4604.6	24.80
1002.00	5.77	23.90	29.13	123	1.21	4	4609.2	24.90
1004.00	5.00	24.41	31.48	124	1.09	5	4618.4	25.41
1005.00	5.27	25.50	32.41	125	1.03	6	4623	26.50
1006.00	5.71	26.29	33.16	126	0.92	7	4627.6	27.29
1030.00	6.97	25.32	31.07	127	0.93	1	4738	26.32
990.00	5.32	25.19	31.31	128	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	129	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	130	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	131	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	132	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	133	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	134	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	135	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	136	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	137	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	138	0.92	5	4627.6	27.29
1005.00	5.27	25.50	32.41	139	0.93	6	4623	26.50
1006.00	5.71	26.29	33.16	140	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	141	0.89	1	4738	26.32
990.00	5.32	25.19	31.31	142	0.99	2	4554	26.19
1010.00	5.97	25.26	30.80	143	0.89	3	4646	26.26
1005.00	5.00	25.58	30.91	144	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	145	0.97	5	4600	26.13
995.00	5.73	24.03	29.12	146	0.95	6	4577	25.03
999.00	5.68	24.30	28.69	147	1.12	7	4595.4	25.30
1001.00	5.84	23.80	28.61	148	1	1	4604.6	24.80
1002.00	5.77	23.90	29.13	149	1.21	2	4609.2	24.90
1004.00	5.00	24.41	31.48	150	1.09	3	4618.4	25.41
1005.00	5.27	25.50	32.41	151	1.03	4	4623	26.50
1006.00	5.71	26.29	33.16	152	0.92	5	4627.6	27.29
1005.00	5.00	25.58	30.91	153	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	154	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	155	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	156	0.99	2	4595.4	25.30
999.00	5.68	24.30	28.69	157	0.89	3	4595.4	25.30
1001.00	5.84	23.80	28.61	158	0.99	4	4604.6	24.80
1002.00	5.77	23.90	29.13	159	0.97	5	4609.2	24.90
1004.00	5.00	24.41	31.48	160	0.95	6	4618.4	25.41
1005.00	5.27	25.50	32.41	161	1.12	7	4623	26.50
1006.00	5.71	26.29	33.16	162	1	1	4627.6	27.29
1030.00	6.97	25.32	31.07	163	1.21	2	4738	26.32
990.00	5.32	25.19	31.31	164	1.09	3	4554	26.19
1010.00	5.97	25.26	30.80	165	1.03	4	4646	26.26
1005.00	5.00	25.58	30.91	166	0.92	5	4623	26.58
1000.00	5.81	25.13	30.08	167	0.93	6	4600	26.13
995.00	5.73	24.03	29.12	168	0.99	7	4577	25.03
999.00	5.68	24.30	28.69	169	0.89	1	4595.4	25.30
1001.00	5.84	23.80	28.61	170	0.99	2	4604.6	24.80
1002.00	5.77	23.90	29.13	171	0.97	3	4609.2	24.90
1004.00	5.00	24.41	31.48	172	0.95	4	4618.4	25.41
1005.00	5.27	25.50	32.41	173	1.12	5	4623	26.50
1006.00	5.71	26.29	33.16	174	1	6	4627.6	27.29
990.00	5.32	25.19	31.31	175	1.21	7	4554	26.19
1010.00	5.97	25.26	30.80	176	1.09	1	4646	26.26
1005.00	5.00	25.58	30.91	177	1.03	2	4623	26.58
1000.00	5.81	25.13	30.08	178	0.92	3	4600	26.13
995.00	5.73	24.03	29.12	179	0.93	4	4577	25.03
999.00	5.68	24.30	28.69	180	0.99	5	4595.4	25.30
1001.00	5.84	23.80	28.61	181	0.89	6	4604.6	24.80
1002.00	5.77	23.90	29.13	182	0.99	7	4609.2	24.90
1004.00	5.00	24.41	31.48	183	0.89	1	4618.4	25.41
1005.00	5.27	25.50	32.41	184	0.99	2	4623	26.50
1006.00	5.71	26.29	33.16	185	0.97	3	4627.6	27.29
1030.00	6.97	25.32	31.07	186	0.95	4	4738	26.32
990.00	5.32	25.19	31.31	187	1.12	5	4554	26.19
1010.00	5.97	25.26	30.80	188	1	6	4646	26.26
1005.00	5.00	25.58	30.91	189	1.21	7	4623	26.58
1000.00	5.81	25.13	30.08	190	1.09	1	4600	26.13
995.00	5.73	24.03	29.12	191	1.03	2	4577	25.03
999.00	5.68	24.30	28.69	192	0.92	3	4595.4	25.30
1001.00	5.84	23.80	28.61	193	0.93	4	4604.6	24.80
1002.00	5.77	23.90	29.13	194	0.99	5	4609.2	24.90
1004.00	5.00	24.41	31.48	195	0.89	6	4618.4	25.41
1005.00	5.27	25.50	32.41	196	0.99	7	4623	26.50
1006.00	5.71	26.29	33.16	197	0.97	1	4627.6	27.29
1005.00	5.00	25.58	30.91	198	0.95	2	4623	26.58
1000.00	5.81	25.13	30.08	199	1.12	3	4600	26.13
995.00	5.73	24.03	29.12	200	1	4	4577	25.03
999.00	5.68	24.30	28.69	201	1.21	5	4595.4	25.30
1001.00	5.84	23.80	28.61	202	1.09	6	4604.6	24.80
1002.00	5.77	23.90	29.13	203	1.03	7	4609.2	24.90
1004.00	5.00	24.41	31.48	204	0.92	1	4618.4	25.41
1005.00	5.27	25.50	32.41	205	0.93	2	4623	26.50
1006.00	5.71	26.29	33.16	206	0.99	3	4627.6	27.29
999.00	5.68	24.30	28.69	207	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	208	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	209	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	210	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	211	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	212	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	213	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	214	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	215	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	216	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	217	0.93	7	4600	26.13
995.00	5.73	24.03	29.12	218	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	219	0.89	2	4595.4	25.30
1001.00	5.84	23.80	28.61	220	0.99	3	4604.6	24.80
1002.00	5.77	23.90	29.13	221	0.89	4	4609.2	24.90
1004.00	5.00	24.41	31.48	222	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	223	0.97	6	4623	26.50
1006.00	5.71	26.29	33.16	224	0.95	7	4627.6	27.29
990.00	5.32	25.19	31.31	225	1.12	1	4554	26.19
1010.00	5.97	25.26	30.80	226	1	2	4646	26.26
1005.00	5.00	25.58	30.91	227	1.21	3	4623	26.58
1000.00	5.81	25.13	30.08	228	1.09	4	4600	26.13
995.00	5.73	24.03	29.12	229	1.03	5	4577	25.03
999.00	5.68	24.30	28.69	230	0.92	6	4595.4	25.30
1001.00	5.84	23.80	28.61	231	0.93	7	4604.6	24.80
1002.00	5.77	23.90	29.13	232	0.99	1	4609.2	24.90
1004.00	5.00	24.41	31.48	233	0.89	2	4618.4	25.41
1005.00	5.27	25.50	32.41	234	0.99	3	4623	26.50
1006.00	5.71	26.29	33.16	235	0.89	4	4627.6	27.29
1030.00	6.97	25.32	31.07	236	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	237	0.97	6	4554	26.19
1010.00	5.97	25.26	30.80	238	0.95	7	4646	26.26
1005.00	5.00	25.58	30.91	239	1.12	1	4623	26.58
1000.00	5.81	25.13	30.08	240	1	2	4600	26.13
995.00	5.73	24.03	29.12	241	1.21	3	4577	25.03
999.00	5.68	24.30	28.69	242	1.09	4	4595.4	25.30
1001.00	5.84	23.80	28.61	243	1.03	5	4604.6	24.80
1002.00	5.77	23.90	29.13	244	0.92	6	4609.2	24.90
1004.00	5.00	24.41	31.48	245	0.93	7	4618.4	25.41
1005.00	5.27	25.50	32.41	246	0.99	1	4623	26.50
1006.00	5.71	26.29	33.16	247	0.89	2	4627.6	27.29
1005.00	5.00	25.58	30.91	248	0.99	3	4623	26.58
1000.00	5.81	25.13	30.08	249	0.97	4	4600	26.13
995.00	5.73	24.03	29.12	250	0.95	5	4577	25.03
999.00	5.68	24.30	28.69	251	1.12	6	4595.4	25.30
1001.00	5.84	23.80	28.61	252	1	7	4604.6	24.80
1002.00	5.77	23.90	29.13	253	1.21	1	4609.2	24.90
1004.00	5.00	24.41	31.48	254	1.09	2	4618.4	25.41
1005.00	5.27	25.50	32.41	255	1.03	3	4623	26.50
1006.00	5.71	26.29	33.16	256	0.92	4	4627.6	27.29
1030.00	6.97	25.32	31.07	257	0.93	5	4738	26.32
990.00	5.32	25.19	31.31	258	0.99	6	4554	26.19
1010.00	5.97	25.26	30.80	259	0.89	7	4646	26.26
1005.00	5.00	25.58	30.91	260	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	261	0.97	2	4600	26.13
995.00	5.73	24.03	29.12	262	0.95	3	4577	25.03
999.00	5.68	24.30	28.69	263	1.12	4	4595.4	25.30
1001.00	5.84	23.80	28.61	264	1	5	4604.6	24.80
1002.00	5.77	23.90	29.13	265	1.21	6	4609.2	24.90
1004.00	5.00	24.41	31.48	266	1.09	7	4618.4	25.41
1005.00	5.27	25.50	32.41	267	1.03	1	4623	26.50
1006.00	5.71	26.29	33.16	268	0.92	2	4627.6	27.29
1030.00	6.97	25.32	31.07	269	0.93	3	4738	26.32
990.00	5.32	25.19	31.31	270	0.99	4	4554	26.19
1010.00	5.97	25.26	30.80	271	0.89	5	4646	26.26
1005.00	5.00	25.58	30.91	272	0.99	6	4623	26.58
1000.00	5.81	25.13	30.08	273	0.89	7	4600	26.13
995.00	5.73	24.03	29.12	274	0.99	1	4577	25.03
999.00	5.68	24.30	28.69	275	0.97	2	4595.4	25.30
1001.00	5.84	23.80	28.61	276	0.95	3	4604.6	24.80
1002.00	5.77	23.90	29.13	277	1.12	4	4609.2	24.90
1004.00	5.00	24.41	31.48	278	1	5	4618.4	25.41
1005.00	5.27	25.50	32.41	279	1.21	6	4623	26.50
1006.00	5.71	26.29	33.16	280	1.09	7	4627.6	27.29
1030.00	6.97	25.32	31.07	281	1.03	1	4738	26.32
990.00	5.32	25.19	31.31	282	0.92	2	4554	26.19
1010.00	5.97	25.26	30.80	283	0.93	3	4646	26.26
1005.00	5.00	25.58	30.91	284	0.99	4	4623	26.58
1000.00	5.81	25.13	30.08	285	0.89	5	4600	26.13
995.00	5.73	24.03	29.12	286	0.99	6	4577	25.03
999.00	5.68	24.30	28.69	287	0.97	7	4595.4	25.30
1001.00	5.84	23.80	28.61	288	0.95	1	4604.6	24.80
1002.00	5.77	23.90	29.13	289	1.12	2	4609.2	24.90
1004.00	5.00	24.41	31.48	290	1	3	4618.4	25.41
1005.00	5.27	25.50	32.41	291	1.21	4	4623	26.50
1006.00	5.71	26.29	33.16	292	1.09	5	4627.6	27.29
990.00	5.32	25.19	31.31	293	1.03	6	4554	26.19
1010.00	5.97	25.26	30.80	294	0.92	7	4646	26.26
1005.00	5.00	25.58	30.91	295	0.93	1	4623	26.58
1000.00	5.81	25.13	30.08	296	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	297	0.89	3	4577	25.03
999.00	5.68	24.30	28.69	298	0.99	4	4595.4	25.30
1001.00	5.84	23.80	28.61	299	0.97	5	4604.6	24.80
1002.00	5.77	23.90	29.13	300	0.95	6	4609.2	24.90
1004.00	5.00	24.41	31.48	301	1.12	7	4618.4	25.41
1005.00	5.27	25.50	32.41	302	1	1	4623	26.50
1006.00	5.71	26.29	33.16	303	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	304	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	305	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	306	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	307	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	308	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	309	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	310	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	311	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	312	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	313	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	314	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	315	1.12	7	4627.6	27.29
1005.00	5.27	25.50	32.41	316	1	1	4623	26.50
1006.00	5.71	26.29	33.16	317	1.21	2	4627.6	27.29
1030.00	6.97	25.32	31.07	318	1.09	3	4738	26.32
990.00	5.32	25.19	31.31	319	1.03	4	4554	26.19
1010.00	5.97	25.26	30.80	320	0.92	5	4646	26.26
1005.00	5.00	25.58	30.91	321	0.93	6	4623	26.58
1000.00	5.81	25.13	30.08	322	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	323	0.89	1	4577	25.03
999.00	5.68	24.30	28.69	324	0.99	2	4595.4	25.30
1001.00	5.84	23.80	28.61	325	0.89	3	4604.6	24.80
1002.00	5.77	23.90	29.13	326	0.99	4	4609.2	24.90
1004.00	5.00	24.41	31.48	327	0.97	5	4618.4	25.41
1005.00	5.27	25.50	32.41	328	0.95	6	4623	26.50
1006.00	5.71	26.29	33.16	329	1.12	7	4627.6	27.29
1005.00	5.00	25.58	30.91	330	1	1	4623	26.58
1000.00	5.81	25.13	30.08	331	1.21	2	4600	26.13
995.00	5.73	24.03	29.12	332	1.09	3	4577	25.03
999.00	5.68	24.30	28.69	333	1.03	4	4595.4	25.30
1001.00	5.84	23.80	28.61	334	0.92	5	4604.6	24.80
1002.00	5.77	23.90	29.13	335	0.93	6	4609.2	24.90
1004.00	5.00	24.41	31.48	336	0.99	7	4618.4	25.41
1005.00	5.27	25.50	32.41	337	0.89	1	4623	26.50
1006.00	5.71	26.29	33.16	338	0.99	2	4627.6	27.29
1030.00	6.97	25.32	31.07	339	0.97	3	4738	26.32
990.00	5.32	25.19	31.31	340	0.95	4	4554	26.19
1010.00	5.97	25.26	30.80	341	1.12	5	4646	26.26
1005.00	5.00	25.58	30.91	342	1	6	4623	26.58
1000.00	5.81	25.13	30.08	343	1.21	7	4600	26.13
995.00	5.73	24.03	29.12	344	1.09	1	4577	25.03
999.00	5.68	24.30	28.69	345	1.03	2	4595.4	25.30
1001.00	5.84	23.80	28.61	346	0.92	3	4604.6	24.80
1002.00	5.77	23.90	29.13	347	0.93	4	4609.2	24.90
1004.00	5.00	24.41	31.48	348	0.99	5	4618.4	25.41
1005.00	5.27	25.50	32.41	349	0.89	6	4623	26.50
1006.00	5.71	26.29	33.16	350	0.99	7	4627.6	27.29
1030.00	6.97	25.32	31.07	351	0.97	1	4738	26.32
990.00	5.32	25.19	31.31	352	0.95	2	4554	26.19
1010.00	5.97	25.26	30.80	353	1.12	3	4646	26.26
1005.00	5.00	25.58	30.91	354	1	4	4623	26.58
1000.00	5.81	25.13	30.08	355	1.21	5	4600	26.13
995.00	5.73	24.03	29.12	356	1.09	6	4577	25.03
999.00	5.68	24.30	28.69	357	1.03	7	4595.4	25.30
1001.00	5.84	23.80	28.61	358	0.92	1	4604.6	24.80
1002.00	5.77	23.90	29.13	359	0.93	2	4609.2	24.90
1004.00	5.00	24.41	31.48	360	0.99	3	4618.4	25.41
1005.00	5.27	25.50	32.41	361	0.89	4	4623	26.50
1006.00	5.71	26.29	33.16	362	0.99	5	4627.6	27.29
1030.00	6.97	25.32	31.07	363	0.89	6	4738	26.32
990.00	5.32	25.19	31.31	364	0.99	7	4554	26.19
1010.00	5.97	25.26	30.80	365	0.97	1	4646	26.26
990.00	5.32	25.19	31.31	366	0.89	1	4554	26.19
1010.00	5.97	25.26	30.80	367	0.99	2	4646	26.26
1005.00	5.00	25.58	30.91	368	0.97	3	4623	26.58
1000.00	5.81	25.13	30.08	369	0.95	4	4600	26.13
995.00	5.73	24.03	29.12	370	1.12	5	4577	25.03
999.00	5.68	24.30	28.69	371	1	6	4595.4	25.30
1001.00	5.84	23.80	28.61	372	1.21	7	4604.6	24.80
1002.00	5.77	23.90	29.13	373	1.09	1	4609.2	24.90
1004.00	5.00	24.41	31.48	374	1.03	2	4618.4	25.41
1005.00	5.27	25.50	32.41	375	0.92	3	4623	26.50
1006.00	5.71	26.29	33.16	376	0.93	4	4627.6	27.29
1030.00	6.97	25.32	31.07	377	0.99	5	4738	26.32
990.00	5.32	25.19	31.31	378	0.89	6	4554	26.19
1010.00	5.97	25.26	30.80	379	0.99	7	4646	26.26
1005.00	5.00	25.58	30.91	380	0.89	1	4623	26.58
1000.00	5.81	25.13	30.08	381	0.99	2	4600	26.13
995.00	5.73	24.03	29.12	382	0.97	3	4577	25.03
999.00	5.68	24.30	28.69	383	0.95	4	4595.4	25.30
1001.00	5.84	23.80	28.61	384	1.12	5	4604.6	24.80
1002.00	5.77	23.90	29.13	385	1	6	4609.2	24.90
1004.00	5.00	24.41	31.48	386	1.21	7	4618.4	25.41
1005.00	5.27	25.50	32.41	387	1.09	1	4623	26.50
1006.00	5.71	26.29	33.16	388	1.03	2	4627.6	27.29
1030.00	6.97	25.32	31.07	389	0.92	3	4738	26.32
990.00	5.32	25.19	31.31	390	0.93	4	4554	26.19
1010.00	5.97	25.26	30.80	391	0.99	5	4646	26.26
1005.00	5.00	25.58	30.91	392	0.89	6	4623	26.58
1000.00	5.81	25.13	30.08	393	0.99	7	4600	26.13
995.00	5.73	24.03	29.12	394	0.97	1	4577	25.03
999.00	5.68	24.30	28.69	395	0.95	2	4595.4	25.30
1001.00	5.84	23.80	28.61	396	1.12	3	4604.6	24.80
1002.00	5.77	23.90	29.13	397	1	4	4609.2	24.90
1004.00	5.00	24.41	31.48	398	1.21	5	4618.4	25.41
1005.00	5.27	25.50	32.41	399	1.09	6	4623	26.50
1006.00	5.71	26.29	33.16	400	1.03	7	4627.6	27.29
1030.00	6.97	25.32	31.07	401	0.92	1	4738	26.32
990.00	5.32	25.19	31.31	402	0.93	2	4554	26.19
1010.00	5.97	25.26	30.80	403	0.99	3	4646	26.26
1005.00	5.00	25.58	30.91	404	0.89	4	4623	26.58
1000.00	5.81	25.13	30.08	405	0.99	5	4600	26.13
995.00	5.73	24.03	29.12	406	0.97	6	4577	25.03
999.00	5.68	24.30	28.69	407	0.95	7	4595.4	25.30
1001.00	5.84	23.80	28.61	408	1.12	1	4604.6	24.80
1002.00	5.77	23.90	29.13	409	1	2	4609.2	24.90
1004.00	5.00	24.41	31.48	410	1.21	3	4618.4	25.41
1005.00	5.27	25.50	32.41	411	1.09	4	4623	26.50
1006.00	5.71	26.29	33.16	412	1.03	5	4627.6	27.29
990.00	5.32	25.19	31.31	413	0.92	6	4554	26.19
1010.00	5.97	25.26	30.80	414	0.93	7	4646	26.26
1005.00	5.00	25.58	30.91	415	0.99	1	4623	26.58
1000.00	5.81	25.13	30.08	416	0.89	2	4600	26.13
995.00	5.73	24.03	29.12	417	0.99	3	4577	25.03
999.00	5.68	24.30	28.69	418	0.89	4	4595.4	25.30
1001.00	5.84	23.80	28.61	419	0.99	5	4604.6	24.80
1002.00	5.77	23.90	29.13	420	0.97	6	4609.2	24.90
1004.00	5.00	24.41	31.48	421	0.95	7	4618.4	25.41
1005.00	5.27	25.50	32.41	422	1.12	1	4623	26.50
1006.00	5.71	26.29	33.16	423	1	2	4627.6	27.29
1030.00	6.97	25.32	31.07	424	1.21	3	4738	26.32
990.00	5.32	25.19	31.31	425	1.09	4	4554	26.19
1010.00	5.97	25.26	30.80	426	1.03	5	4646	26.26
1005.00	5.00	25.58	30.91	427	0.92	6	4623	26.58
1000.00	5.81	25.13	30.08	428	0.93	7	4600	26.13
